Frame,Tracker,IoU
81,MOSSE,0.8014115772098582
81,Fused,0.8142210671350865
82,CSRT,0.8755849293260649
82,KCF,0.883663803247823
82,MIL,0.9011980937393292
82,BOOSTING,0.9153591887404837
82,MEDIANFLOW,0.8663339753273812
82,MOSSE,0.8713452340100705
82,Fused,0.9007145406472383
83,CSRT,0.8516404775282672
83,KCF,0.7974794328723963
83,MIL,0.7815752949340735
83,BOOSTING,0.7974794328723963
83,MEDIANFLOW,0.8372503895324959
83,MOSSE,0.7786824574389342
83,Fused,0.7951890034364261
84,CSRT,0.8592541641879834
84,KCF,0.7985913033354677
84,MIL,0.7879752329147619
84,BOOSTING,0.7985913033354677
84,MEDIANFLOW,0.8457518642475486
84,MOSSE,0.7852869816457689
84,Fused,0.8026333331217187
85,CSRT,0.8250603435091662
85,KCF,0.8171167864827328
85,MIL,0.8231518450863881
85,BOOSTING,0.8048947849954254
85,MEDIANFLOW,0.783003823199649
85,MOSSE,0.7931487187859246
85,Fused,0.8245673566338649
86,CSRT,0.8130854077511904
86,KCF,0.7654600348412615
86,MIL,0.7455911829789321
86,BOOSTING,0.7704981224043173
86,MEDIANFLOW,0.8192879420493988
86,MOSSE,0.7491531235405052
86,Fused,0.7639280558888557
87,CSRT,0.8256813911212579
87,KCF,0.7776623082155544
87,MIL,0.7573408547519426
87,BOOSTING,0.772538010814477
87,MEDIANFLOW,0.8380224822795032
87,MOSSE,0.7504475474400286
87,Fused,0.7707623982235381
88,CSRT,0.8853618980355228
88,KCF,0.8185807606503066
88,MIL,0.8130223142642152
88,BOOSTING,0.8241733945261466
88,MEDIANFLOW,0.8867736768564904
88,MOSSE,0.7979492906271415
88,Fused,0.8213008728572931
89,CSRT,0.9066482241045201
89,KCF,0.8606608608692029
89,MIL,0.8372351368031269
89,BOOSTING,0.8725991780592133
89,MEDIANFLOW,0.8618972494684135
89,MOSSE,0.8320365591821459
89,Fused,0.8564011122269818
90,CSRT,0.8755511742843061
90,KCF,0.8308758468365631
90,MIL,0.8140040688492116
90,BOOSTING,0.8252171570937984
90,MEDIANFLOW,0.8844968068707333
90,MOSSE,0.8010749256360827
90,Fused,0.8327087972902693
91,CSRT,0.794289595614099
91,KCF,0.7528287978377051
91,MIL,0.7381264200478781
91,BOOSTING,0.7479004465570999
91,MEDIANFLOW,0.8007318800167932
91,MOSSE,0.7293097111789104
91,Fused,0.7553361987324252
92,CSRT,0.8971001861902309
92,KCF,0.8295702840495266
92,MIL,0.8239244872027591
92,BOOSTING,0.8239244872027591
92,MEDIANFLOW,0.8591807705786555
92,MOSSE,0.7879424855802409
92,Fused,0.8331291937373522
93,CSRT,0.917324929398764
93,KCF,0.872155117609663
93,MIL,0.8422896465436347
93,BOOSTING,0.8506769636834645
93,MEDIANFLOW,0.8128640057344904
93,MOSSE,0.8235837967059818
93,Fused,0.8675428603184306
94,CSRT,0.9004761244395137
94,KCF,0.8326600802508682
94,MIL,0.8102464012363361
94,BOOSTING,0.8326600802508682
94,MEDIANFLOW,0.8492933371791174
94,MOSSE,0.7880473604693061
94,Fused,0.834552777870244
95,CSRT,0.9157007524953763
